"animal_id","name","animal_type","pocet_odchodu"
"A749458","*Andy","Cat",2
"A692217","Ra Ra","Dog",2
"A787099","*Rusty","Dog",2
"A743015","Hershey","Dog",2
"A812451","Chevelle","Dog",2
"A817681","Sniper","Dog",2
"A726361","Speedy","Dog",2
"A781820","*Luna","Cat",2
"A655903","Booskie","Dog",2
"A650205","Cooper","Dog",2
"A804032","*Puff","Cat",2
"A804839","Shadow","Cat",2
"A801491","Princess","Dog",2
"A719439","Minion","Dog",2
"A729111","Leo","Cat",2
"A710972","Leila","Dog",2
"A710402","Nevaeh","Cat",2
"A683818","Blue","Cat",2
"A758965","Zeus","Dog",2
"A787360","Aurora","Cat",2
"A724095","Opie","Dog",2
"A791377","Bolt","Dog",2
"A790709","Buddy","Dog",2
"A685538","Sammy","Dog",2
"A666352","Coco","Dog",2
"A768811","*Daniela","Dog",2
"A682289","Pepe","Dog",2
"A780558","*Manchester","Cat",2
"A823991","*Pumpkin","Dog",2
"A671852","Frances","Dog",2
"A773843","Lil Bit","Dog",2
"A762931","Mia","Cat",2
"A708814","Rosebud","Cat",2
"A691600","Gabi","Dog",2
"A677004","Fanniemae","Dog",2
"A683885","Kush","Dog",2
"A781786","*Bikkie","Cat",2
"A738031","*Oscar","Dog",2
"A751399","Paws","Cat",2
"A794385","Gracie","Dog",2
"A757624","Marigold","Dog",2
"A783678","Armando","Dog",2
"A710816",NULL,"Cat",2
"A665344","Ginger","Dog",2
"A798305","Rico","Dog",2
"A683534","Kevin","Dog",2
"A779715","Shorty","Dog",2
"A698418","Tiger","Cat",2
"A586787","Ninja","Dog",2
"A768782","Loki","Cat",2
"A736403","*Heighty","Cat",2
"A721166","Brandi","Dog",2
"A730292","Canela","Dog",2
"A738748","Indio","Dog",2
"A771487","Tuna","Dog",2
"A682624","Stella","Cat",2
"A680914","*Chino","Dog",2
"A721093","Sam","Dog",2
"A811629","Jojo","Dog",2
"A727218","Luna","Dog",2
"A802958","Leo","Dog",2
"A794182","Texas","Dog",2
"A788132","Brewski","Dog",2
"A689725","Blizzard","Dog",2
"A795484","Widow","Cat",2
"A652796","Captain","Dog",2
"A685147","Luke","Cat",2
"A731956","Gracie","Cat",2
"A767425","*Wylie","Dog",2
"A795465",NULL,"Cat",2
"A693325","Sheila","Dog",2
"A794494","Zoey","Dog",2
"A762503","Sawyer","Dog",2
"A757065","Ruca","Cat",2
"A800588","Hazel","Dog",2
"A643340","Katie","Dog",2
"A786389","Bebe","Dog",2
"A679643","Snazz","Dog",2
"A727992","*Gage","Dog",2
"A695647","Thunder","Dog",2
"A743805","Henry","Dog",2
"A722041","Pancho","Dog",2
"A800115","Simone","Dog",2
"A702063","Chiqui","Dog",2
"A793687","*Denny","Dog",2
"A711467","*Peanut","Cat",2
"A695345","*Lacey","Dog",2
"A781903","Ziegen Bock","Dog",2
"A749999","*Verity","Dog",2
"A811067","Ollie","Dog",2
"A767190","Carter","Dog",2
"A764160","*Jupiter","Cat",2
"A802311","Diego","Dog",2
"A777692","L.B. (Little Boy)","Dog",2
"A720479","Fiona","Dog",2
"A793443","Molly","Dog",2
"A287017","Stitch","Dog",2
"A703757","Maxwell","Dog",2
"A745149","Biddy","Cat",2
"A801202","Chase","Dog",2
"A724615","Bella","Dog",2
"A776498","Honey","Dog",2
"A697573","Gucci","Dog",2
"A750210","Hunter","Dog",2
"A785828",NULL,"Cat",2
"A753728","Jasper","Cat",2
"A692500","Kayo","Dog",2
"A707629","Zeus","Dog",2
"A807048","Doja","Dog",2
"A759120","Leah","Dog",2
"A686371","Taker","Dog",2
"A697911","*Jamie","Cat",2
"A701201","*Rangel","Dog",2
"A747066","Lola","Dog",2
"A792363","Princess","Dog",2
"A777035","Charlie","Dog",2
"A707317","*Theo","Dog",2
"A587990","Cevrus","Dog",2
"A600328","Butters","Dog",2
"A723575","Ace","Dog",2
"A714806","*Koda","Dog",2
"A791816","Drake","Dog",2
"A664818","Levi","Dog",2
"A702858",NULL,"Dog",2
"A704677","Gizmo","Dog",2
"A719600","John Henry","Cat",2
"A603621","Baby","Dog",2
"A483240","Frassina","Cat",2
"A741427","Shadow","Dog",2
"A742959","Gizmo","Dog",2
"A682903","Pancake","Dog",2
"A797573","Pashmak","Dog",2
"A713234","Cobes","Dog",2
"A772565","Summer","Dog",2
"A673739","Ozziepawsbor","Dog",2
"A827447","Pebbles","Dog",2
"A724428","Newman","Dog",2
"A745264","Leia","Dog",2
"A679886","Layla","Dog",2
"A695530","Padme","Dog",2
"A757386","Coquetta","Dog",2
"A821868",NULL,"Cat",2
"A705145","*Leslie","Dog",2
"A717485",NULL,"Cat",2
"A780147","Rocky","Dog",2
"A744022","Rozay","Dog",2
"A779181","Venus","Dog",2
"A688712","Huffy","Dog",2
"A809876","Sophie","Dog",2
"A716701","Nutmeg","Dog",2
"A743283","Nala","Dog",2
"A675069","*Spring","Cat",2
"A654483","Chocolate","Dog",2
"A318574","Huey","Cat",2
"A710443","Franklin","Cat",2
"A732924","Felix","Cat",2
"A684114","*Howie","Dog",2
"A814476","Zuko","Dog",2
"A650877","Captain Nemo","Dog",2
"A694219","*Ronnie","Dog",2
"A693367","Jojo","Dog",2
"A711966","Heidi","Dog",2
"A759010","Spikey","Dog",2
"A805072","Sugar","Dog",2
"A649920","*Dr. Dog","Dog",2
"A810978","Patches","Dog",2
"A759793","*Bootsy","Cat",2
"A622215","*Herk","Dog",2
"A697738","Maebird","Dog",2
"A663648","Huck","Dog",2
"A631144","Tyanna","Dog",2
"A688028","*Maximus","Dog",2
"A715817","Kyuss","Dog",2
"A733932","Taya","Dog",2
"A684920","Xena","Dog",2
"A722188","*Rojo","Dog",2
"A736724","*Amaris","Dog",2
"A610270","Daisy","Dog",2
"A685118","Rufo","Dog",2
"A824121","*Eli","Dog",2
"A671426","Big Red","Dog",2
"A665173","*Hardy","Dog",2
"A723232","Rocky","Dog",2
"A685595","Gabriel","Dog",2
"A729009","Duke","Dog",2
"A704423","Max","Dog",2
"A782727","Precious","Dog",2
"A673528","Lulu","Dog",2
"A668314","Duke","Dog",2
"A772885","Loki","Dog",2
"A763165","Travis","Dog",2
"A771960","Prf Handsome","Dog",2
"A823824","Chester","Dog",2
"A660074","Hank","Dog",2
"A786773","Pepsi","Cat",2
"A752966","Ziggy","Dog",2
"A800129","Maize","Dog",2
"A715791","Dude","Dog",2
"A820233","Kitty Kat","Cat",2
"A752880","Tansy","Dog",2
"A671647",NULL,"Dog",2
"A739966","*Skippyjohn","Cat",2
"A758185","*Pauly","Dog",2
"A703924","*Groucho","Cat",2
"A730820","Baby","Dog",2
"A821034","*Oberlin","Dog",2
"A787608","Sammi","Dog",2
"A664812","Blue","Dog",2
"A632584","*Liberty","Dog",2
"A728544","Sassy","Cat",2
"A675233","Tina","Cat",2
"A746660","Porthos","Dog",2
"A726743","Pico De Gato","Cat",2
"A566795","Lucky","Dog",2
"A787383","Legend","Dog",2
"A791215","Snicklefritz","Dog",2
"A786393","Jackson","Dog",2
"A691053","Luke","Dog",2
"A742641","Cocoa","Dog",2
"A697762","Socks","Dog",2
"A729078","Baby","Dog",2
"A799270","Lana","Dog",2
"A723643","Mazzy","Dog",2
"A809752","Harley","Dog",2
"A779211","*Jesse","Cat",2
"A739572","*Skittles","Dog",2
"A665590","*Marvin","Cat",2
"A678374","Capitan","Dog",2
"A667804","Brownie","Dog",2
"A694916","Precioso","Dog",2
"A704871","Bruno","Dog",2
"A685124","Shilo","Dog",2
"A820850","Paw Paw","Dog",2
"A637670","Shadow","Dog",2
"A706911","Jazmin","Cat",2
"A734484","*Blossom","Dog",2
"A735484","Homie","Dog",2
"A677852","Mae","Dog",2
"A715870","Rocky","Dog",2
"A753298","Max","Dog",2
"A775326","Lana","Dog",2
"A693898","Ryleigh","Dog",2
"A699222","Scruffy","Dog",2
"A728334","Sugar","Dog",2
"A710090","*Gordon","Cat",2
"A727287","Bubba","Dog",2
"A669075","*Timmy","Cat",2
"A738563","Daisy","Dog",2
"A774306","*Jade","Cat",2
"A702705","*Adrianna","Dog",2
"A665565","Pickles","Dog",2
"A796206","Xena","Dog",2
"A769827","Brownie","Dog",2
"A729272","Gonzo","Dog",2
"A747831","Buford","Dog",2
"A706343","Pepe","Dog",2
"A809249","Buddy","Dog",2
"A747912","*Franklin","Cat",2
"A516885","Lou Dawgg","Dog",2
"A763036","Sebastian","Cat",2
"A749701","*Lady","Dog",2
"A784066",NULL,"Dog",2
"A760224","Taz","Dog",2
"A689478","Jasper","Cat",2
"A784947","Henri","Dog",2
"A786282","Bella","Cat",2
"A782649","Oreo","Dog",2
"A322813","Tyson","Dog",2
"A788833","Lucky","Dog",2
"A814319","*Telly","Dog",2
"A722721","*Marietta","Cat",2
"A723962","Spot","Dog",2
"A724643","Rocky","Dog",2
"A454384","Fouch","Dog",2
"A713771","Roxie","Dog",2
"A742692","Max","Dog",2
"A695991",NULL,"Dog",2
"A738473","Bam Bam","Dog",2
"A729093","Gizmo","Cat",2
"A708738","*Sweet Tart","Cat",2
"A785864","Polly","Dog",2
"A650904","Tiny","Dog",2
"A809597","Dillie","Dog",2
"A736289",NULL,"Cat",2
"A699543","*Stewie","Dog",2
"A785000","Xena","Dog",2
"A769606","Blue","Dog",2
"A781790","*Squidward","Dog",2
"A808208","Winnie Lucy","Dog",2
"A679751","Arwen","Cat",2
"A806935","Buster","Dog",2
"A682006","Leo","Dog",2
"A780008","Peedee","Dog",2
"A721064","*Champ","Dog",2
"A753494","Beau","Dog",2
"A756791","Rambo","Dog",2
"A732992","Hercules","Dog",2
"A721750","Tucker","Dog",2
"A698341","Parsley","Dog",2
"A746740",NULL,"Dog",2
"A648168","Rusty","Dog",2
"A782316","Copper","Dog",2
"A707339","Kawhi","Dog",2
"A713293","Oliver","Dog",2
"A733872","Angie","Dog",2
"A773133","Tessi","Cat",2
"A688849","Darger","Dog",2
"A725536","Dojo","Dog",2
"A682547","Sweet Boy","Cat",2
"A767786","Archie","Dog",2
"A809971","Dixie","Dog",2
"A698274","*Temple","Dog",2
"A689122","*Quattro","Dog",2
"A719635","*Fritzi","Dog",2
"A794964","Scarf","Cat",2
"A687096","Belle","Dog",2
"A714488","*Danny","Dog",2
"A454044","Chili Dog","Dog",2
"A765453",NULL,"Cat",2
"A781417","Gixer","Dog",2
"A698570","Coco","Dog",2
"A781348","Destiny","Dog",2
"A803973","Autumn","Cat",2
"A701733","Mack","Dog",2
"A691045","Patches","Dog",2
"A777829","Princess","Dog",2
"A679929","Tigris","Cat",2
"A689819","*Mars","Dog",2
"A670816","*Tommy","Dog",2
"A758894","Mouse","Dog",2
"A813612","Ruka","Dog",2
"A773062","*Wilbur","Cat",2
"A656696","*Angel","Cat",2
"A679709","Drako","Dog",2
"A736061","Jasmine","Dog",2
"A667460","Pierre","Cat",2
"A721371","Georgo","Dog",2
"A717902","*Rudy","Dog",2
"A802386","*Happy","Dog",2
"A438287","Lila","Dog",2
"A691335","Frankie","Dog",2
"A797334","Mia","Cat",2
"A717186","Max","Dog",2
"A727894","*Georgia","Dog",2
"A809326","Bella","Dog",2
"A699679","Cookie","Cat",2
"A693531","Sadie","Dog",2
"A751921","*Amabella","Cat",2
"A706944","Little Bit","Cat",2
"A741534","Duncan","Dog",2
"A738395","Maxie","Dog",2
"A745875",NULL,"Dog",2
"A694709","Mackenzie","Dog",2
"A804580","Falco","Dog",2
"A754799","Harley","Dog",2
"A757724","Buddy","Dog",2
"A718470","Reese","Dog",2
"A698025","Rocco","Dog",2
"A747959","Pancha","Dog",2
"A666660","Dolly","Dog",2
"A689761","Skye","Dog",2
"A668738","Davidson","Dog",2
"A667616","Arctic","Dog",2
"A763598","Bennelli","Dog",2
"A698439","Missy","Dog",2
"A733622","Rose","Dog",2
"A751236","Meg","Cat",2
"A789383","*Nina","Cat",2
"A755711","*Dewey","Cat",2
"A729576","Chapulin","Dog",2
"A794179","*Kermit","Cat",2
"A718679","Sam","Dog",2
"A812618","Cash","Dog",2
"A748337","Jersey","Dog",2
"A789486","*Sullivan","Dog",2
"A744215","Paloma","Dog",2
"A669406","*Peanut","Dog",2
"A804151","Nala","Dog",2
"A690670","Teller","Dog",2
"A788581","Rocky","Dog",2
"A678101","Turbo","Dog",2
"A788611","Stanlee","Dog",2
"A774083","Bowzer","Dog",2
"A800048","Wally","Cat",2
"A759430","*Whitney","Dog",2
"A762368","General","Cat",2
"A737124","Itsy Bitsy","Dog",2
"A679385","Layla","Dog",2
"A703876","Conrad","Dog",2
"A663553","Teddy","Cat",2
"A684446",NULL,"Cat",2
"A736316","Clemmy","Dog",2
"A784127","Thor","Dog",2
"A799317","Tank","Dog",2
"A731452","Kevin","Dog",2
"A637245","Wesley","Dog",2
"A758177","Lola","Dog",2
"A701644","*Laura","Cat",2
"A803080","Princess","Dog",2
"A701371","*Sadie","Cat",2
"A752217","*Lulu","Dog",2
"A665405","Max","Dog",2
"A794291","*Jack","Cat",2
"A710189","Bear","Dog",2
"A692083","Rosie","Dog",2
"A796103","Zeus","Dog",2
"A718654","Goliath","Dog",2
"A696807","Hercules","Dog",2
"A715257","Chuck","Dog",2
"A716764","*Lolly","Dog",2
"A770484","Rosie","Dog",2
"A761112",NULL,"Cat",2
"A766012","*Lucky","Dog",2
"A810745","*Pierce","Dog",2
"A801903","Butter","Other",2
"A687410",NULL,"Dog",2
"A663378","Mila","Dog",2
"A760235","Cosmo","Dog",2
"A748026","*Denali","Dog",2
"A742557","Yuffie","Dog",2
"A821054","*Jax","Dog",2
"A734154","*Bonnie","Dog",2
"A700302","Boss","Dog",2
"A780605","Sandy","Dog",2
"A770596","Aurora","Cat",2
"A716317","Neba","Dog",2
"A767794","Atlas","Dog",2
"A672308","Layla","Dog",2
"A730271","*Charles","Cat",2
"A699091","Oso","Dog",2
"A738656","Pandora","Dog",2
"A620112","Maddie","Dog",2
"A715871","Sadie","Dog",2
"A594400","*Jordan","Dog",2
"A807303","*Biscuit","Dog",2
"A778173","Chloe","Cat",2
"A771766","Ladybird","Dog",2
"A788507","Rocket","Dog",2
"A688222","Kassidy","Dog",2
"A765123","Dansby","Cat",2
"A730960","Cooper","Dog",2
"A701990","Bella","Dog",2
"A743063","Smokey","Dog",2
"A778423","*Cowboy Dan","Dog",2
"A763939","Boss","Dog",2
"A705247","Lucy","Dog",2
"A784980","Lucky","Dog",2
"A782330","Chiquis","Dog",2
"A568525","Izzy","Cat",2
"A735619","Mya","Dog",2
"A746542","Blue","Dog",2
"A777951","Canon","Dog",2
"A645487","Toby","Dog",2
"A757894","Dash","Dog",2
"A669794","Nikita","Dog",2
"A691834","Fifi","Dog",2
"A737100","Graham","Dog",2
"A614736","Sadie","Dog",2
"A710318","Tank","Dog",2
"A737403","*Milo","Dog",2
"A809485",NULL,"Dog",2
"A751506","Hazel","Dog",2
"A804168","Lilo","Dog",2
"A717874","*Trixie","Dog",2
"A783485","Pluto","Dog",2
"A765566","Cocoa","Dog",2
"A718606","Jade","Dog",2
"A689763","Levi","Dog",2
"A751773","*Wyatt","Dog",2
"A784544","Hunter","Dog",2
"A764613","Monty","Dog",2
"A802348","Chiquis","Dog",2
"A777600","*Lambeau","Dog",2
"A760318","Rocky","Dog",2
"A743173","Hugo","Dog",2
"A740992","Molly","Dog",2
"A718492","Dexter","Dog",2
"A757066","*Henry","Dog",2
"A718021","Priscilla","Dog",2
"A754893","Mars","Dog",2
"A759608","*Fren","Dog",2
"A702599","Sawyer","Dog",2
"A667600","*Junebug","Dog",2
"A774642","Pumkin","Cat",2
"A812449","Pepper","Dog",2
"A735905","*Basil","Dog",2
"A785549","Coco","Dog",2
"A709114","Princess","Dog",2
"A749605","Princess","Dog",2
"A782931","Mika","Cat",2
"A653825","Frack","Dog",2
"A721199","Belle","Dog",2
"A744733","Marty","Cat",2
"A721741","Chloe","Dog",2
"A702882","Shadow","Dog",2
"A777353","Eli","Dog",2
"A781744","Uno","Dog",2
"A812681","Maximus","Dog",2
"A710066","June","Cat",2
"A786769","Nolan","Dog",2
"A743467","Eva","Dog",2
"A706928","Calvert","Cat",2
"A750715","Kandyl","Dog",2
"A737882",NULL,"Dog",2
"A786995","King","Dog",2
"A750652","Pancake","Dog",2
"A728221","Harley","Dog",2
"A694367","Samwise","Dog",2
"A691893","Chloe","Cat",2
"A773860",NULL,"Dog",2
"A776054","Parker","Dog",2
"A701796","Booker","Dog",2
"A778312",NULL,"Cat",2
"A705784",NULL,"Cat",2
"A665713","Patches","Cat",2
"A814266","Lily","Dog",2
"A791157","Kaykay","Dog",2
"A818525","*Dewberry","Dog",2
"A809067","Kodak","Dog",2
"A738813","Tux","Dog",2
"A771105","Lovie","Dog",2
"A694142","*Trevor","Dog",2
"A738524","Devan","Dog",2
"A672187","Gracie","Dog",2
"A682217","Bosley","Cat",2
"A710932","Paco","Dog",2
"A739280",NULL,"Cat",2
"A631093","Chugar","Dog",2
"A665873","Trixie","Cat",2
"A791769","Bisbee","Dog",2
"A785831","Nolan","Dog",2
"A734261","*Roxy","Cat",2
"A734461","Baghera","Cat",2
"A737339","Sugar","Cat",2
"A692854","*Frances","Dog",2
"A657392","Quatemok","Dog",2
"A778076","Vader","Dog",2
"A691653","Butterscotch","Cat",2
"A706239","Jessica","Dog",2
"A769428","Colton","Dog",2
"A693354","*Shiloh","Dog",2
"A671534","Stella","Cat",2
"A721087","Bernard","Dog",2
"A723816","Reece","Dog",2
"A745658","Batman","Dog",2
"A689083","Felix","Dog",2
"A813052","*Prina","Dog",2
"A563065","Lola","Dog",2
"A712282","*Israel","Dog",2
"A797012","*Corvette","Cat",2
"A734427","Cayote","Dog",2
"A800954","Nellie","Other",2
"A681632","*Clancy","Dog",2
"A717930","Jarvis","Dog",2
"A655417","Peewee","Dog",2
"A719100","Max","Dog",2
"A771092","Honey","Dog",2
"A722094","*Bradley","Dog",2
"A758628","Vada","Dog",2
"A728039","Rusty","Dog",2
"A706503","Kali","Dog",2
"A781097","Nala","Dog",2
"A696495","Lady","Dog",2
"A779478","Lucky","Dog",2
"A707438","*Minka","Cat",2
"A666952","Rex","Dog",2
"A753576","Nala","Dog",2
"A684967","*Superman","Dog",2
"A776572","Harvey","Cat",2
"A514009","Loki","Dog",2
"A774900","Dottie","Dog",2
"A798085","E-Bear","Dog",2
"A815987","Princess","Dog",2
"A738181","*Lynnette","Cat",2
"A705704",NULL,"Cat",2
"A727670","Marley","Cat",2
"A748272","Viper","Dog",2
"A725086","Ornery","Cat",2
"A790645","Lilo","Cat",2
"A674446","Ranger","Dog",2
"A788293","Kovu","Dog",2
"A774311","*Wendy","Cat",2
"A779652","Huero","Dog",2
"A760945","*Chiquita","Dog",2
"A742899","Jade","Cat",2
"A747169","*Sundance","Cat",2
"A682723","Pepper","Dog",2
"A754923",NULL,"Dog",2
"A718160","*Elsie","Cat",2
"A510803","Chispitas","Dog",2
"A733362","Shinta","Dog",2
"A691649","*Lucy","Cat",2
"A743508","Callie","Dog",2
"A768025","Blue","Cat",2
"A728693","Zelda","Dog",2
"A530793","Bobby Lee","Cat",2
"A809185","Rex","Cat",2
"A468026","*Junie","Dog",2
"A801595","Miklo","Dog",2
"A696020","Corndog","Dog",2
"A819976","Aris","Dog",2
"A730049","*Henry","Dog",2
"A716565","Nala","Dog",2
"A678945","Eevee","Dog",2
"A743299","Daisy","Dog",2
"A766369","Roxy","Dog",2
"A715207","Smokey","Dog",2
"A761942","Sassy","Cat",2
"A686072","Snoopy","Dog",2
"A766066","Milo","Dog",2
"A759906","*Andy","Cat",2
"A677260","Baxter","Dog",2
"A701797","Emerald","Cat",2
"A690370","Yogi","Dog",2
"A773595","Roxie","Dog",2
"A795251",NULL,"Dog",2
"A741022",NULL,"Dog",2
"A681506","*Miller","Dog",2
"A673985","Bully","Dog",2
"A753014",NULL,"Cat",2
"A792948","Tucker","Dog",2
"A639613","Sparkle","Dog",2
"A710471","*Jimmy","Dog",2
"A758892","Coffee","Dog",2
"A750207","*Demeter","Dog",2
"A781837","Miley","Dog",2
"A761111",NULL,"Cat",2
"A678940","M.J.","Cat",2
"A740957","Gio","Dog",2
"A693740","Scarlett","Dog",2
"A764805",NULL,"Dog",2
"A728384","Shadow","Cat",2
"A694283","*Mallory","Dog",2
"A700510","*Naomi","Cat",2
"A718579","Izzie","Dog",2
"A794515","Rose","Cat",2
"A723095","Tupac","Dog",2
"A750330","Angel Jack","Dog",2
"A810161","Lizzie","Dog",2
"A680756","Crag","Dog",2
"A744889","Louis","Dog",2
"A620490","Olive","Dog",2
"A758162","*Coco","Cat",2
"A709724","Tatum","Cat",2
"A792935","Tyler","Dog",2
"A735000","Paris","Dog",2
"A813675","Shadow","Dog",2
"A658734","Heidi","Dog",2
"A745199","Klaus","Dog",2
"A760393","Nitro","Dog",2
"A634843","King","Dog",2
"A778074","*Jenga","Dog",2
"A696405","Liberty Bell","Dog",2
"A659115","Hope","Dog",2
"A740588","Luke","Dog",2
"A731109","Ember","Dog",2
"A743846","Pushok","Dog",2
"A805594","Rusty","Dog",2
"A755444","*Henry","Cat",2
"A758111","Vincent","Cat",2
"A801030",NULL,"Cat",2
"A725065","*Puggle","Dog",2
"A745841",NULL,"Cat",2
"A689047","Sandro","Cat",2
"A700509","Sarah","Cat",2
"A738501","*Zelda","Cat",2
"A800028","Hercules","Dog",2
"A776657","Margarita","Cat",2
"A555413","Peewee","Dog",2
"A826655","Chinook","Dog",2
"A719128","*Lulu","Dog",2
"A704330","Cassy","Dog",2
"A719023","Elvis","Dog",2
"A759588","*Chickpea","Dog",2
"A651275","Rex","Dog",2
"A701696","Hurricane","Dog",2
"A761118","Isabelle","Dog",2
"A672074","Cotton","Dog",2
"A765551","*Mavis","Cat",2
"A753122","*Dutchess","Dog",2
"A705969","*Violet","Dog",2
"A719571","Milo","Dog",2
"A809512","Zeus","Dog",2
"A760132","Zeus","Dog",2
"A764088","Jacqueline","Dog",2
"A777748","Greyson","Cat",2
"A652564","G-Unit","Dog",2
"A813313",NULL,"Dog",2
"A732412","Coyote","Dog",2
"A779146","Jasper","Dog",2
"A761300","Daisy","Dog",2
"A699149","Goliath","Cat",2
"A604969","Buddy","Dog",2
"A765784","Duece","Dog",2
"A601095","Silky","Cat",2
"A736173","Nico","Dog",2
"A645882","King","Dog",2
"A715541","Scout","Cat",2
"A678972","Cali","Dog",2
"A747359","Aurora","Dog",2
"A712641","Lolita","Dog",2
"A709979","Jackson","Cat",2
"A785826","*Legend","Dog",2
"A693890","*Simon","Cat",2
"A639030","Cate","Dog",2
"A810065","Red","Dog",2
"A753157","Agnes","Cat",2
"A711072","Luigi","Cat",2
"A718270","Rocky","Dog",2
"A697373","Blossom","Dog",2
"A764016","*Baby Spice","Dog",2
"A615086","Alexander","Dog",2
"A693821","Fat King Lou","Cat",2
"A743464","Orca","Dog",2
"A694880","*Sallie","Dog",2
"A784349","Red","Dog",2
"A679983","*Duffy","Dog",2
"A711739","Lola","Dog",2
"A776136","Tunechi","Dog",2
"A672438","Bella","Dog",2
"A773082","Diamond","Dog",2
"A678339","Cookie","Dog",2
"A668624","Chucho","Dog",2
"A819433","*Roan","Dog",2
"A763938","Happy","Dog",2
"A781054","Flynn","Cat",2
"A797654","Rowdy","Dog",2
"A723688","Ralph","Dog",2
"A671097","*Oscar","Dog",2
"A746944","Paintball","Dog",2
"A696559","Kiara","Dog",2
"A811195","*Lawrence","Dog",2
"A789778","*Ollie","Dog",2
"A664308","Bruce","Dog",2
"A735428","*Morpheus","Cat",2
"A765382","*Jellyfish","Dog",2
"A720167","Fynn","Dog",2
"A752074","Luke","Dog",2
"A672758","Daisy","Dog",2
"A709142","*Rufus","Dog",2
"A715059","*Crissy","Dog",2
"A705358","Zoey","Dog",2
"A695253",NULL,"Cat",2
"A680796","Moose","Cat",2
"A719185","Betty","Dog",2
"A696715","*Dudley","Dog",2
"A648738","Duke","Dog",2
"A747045","Spaz","Cat",2
"A732421",NULL,"Cat",2
"A764318",NULL,"Dog",2
"A796909","Barkley","Dog",2
"A766967","Domino","Cat",2
"A691444","Zeus","Dog",2
"A703576","*Sam","Cat",2
"A685885","Red","Dog",2
"A602944","Randy","Dog",2
"A751683","Dee","Cat",2
"A674925","*Nelly","Dog",2
"A743843","Momo","Cat",2
"A822449","Lucky","Dog",2
"A684612","Miller","Cat",2
"A702674","*Franklin","Dog",2
"A702812","Bubbles","Dog",2
"A664362","Cowboy","Dog",2
"A671787",NULL,"Dog",2
"A813147","Augie","Dog",2
"A727747","Rocky","Dog",2
"A692475",NULL,"Cat",2
"A721501","Lola Rey","Dog",2
"A727120","*Dash","Dog",2
"A694545","Rider","Dog",2
"A782459","*Dillo","Dog",2
"A731630",NULL,"Cat",2
"A686092","Oliver","Cat",2
"A805747","Charlie","Cat",2
"A712434","*Brook","Dog",2
"A715885",NULL,"Dog",2
"A783962","Billie","Dog",2
"A691126","Max","Dog",2
"A764365","Rocky","Dog",2
"A771511","Donnie","Dog",2
"A699589",NULL,"Dog",2
"A794973","Cleo","Dog",2
"A817333","Thunder","Cat",2
"A750810","Coco","Dog",2
"A711106","Chocolata","Dog",2
"A672277","*Grady","Cat",2
"A799589","Dondee","Dog",2
"A741028","Kali","Dog",2
"A780508","Bailey","Dog",2
"A782713","*Kanga","Dog",2
"A704300","Sasha","Dog",2
"A760468","Frea","Dog",2
"A773027","Hoshi","Dog",2
"A713451","*Dolly","Cat",2
"A805524","Sirius","Dog",2
"A633362","Diamond","Cat",2
"A713235","Luke","Dog",2
"A623101","Cowboy","Dog",2
"A679067","Violet","Cat",2
"A566493","Buddy","Dog",2
"A745085","Keira","Dog",2
"A738747","Zara Mae","Dog",2
"A718171","Mamut","Dog",2
"A706219","George","Dog",2
"A792382","Lorenzo","Dog",2
"A584740","Chiquilin","Dog",2
"A716582","Scooby","Dog",2
"A674886","*Roy","Dog",2
"A773038","Sapphire","Cat",2
"A804042","*James","Cat",2
"A771451","Toby","Cat",2
"A702326","Penelope","Cat",2
"A554865","Pepe","Dog",2
"A769161","Bear","Dog",2
"A760893","Paco","Dog",2
"A683596","*Fiona","Cat",2
"A742397","Marcus","Dog",2
"A669146","*Natasha","Dog",2
"A592009","Cookie","Dog",2
"A688064","Blue","Dog",2
"A666551","Zoey","Cat",2
"A818383","*Forest","Dog",2
"A688044","*Jenny","Cat",2
"A737076","Sassy","Dog",2
"A794976","Diva","Dog",2
"A760138","*Ferdinand","Cat",2
"A527094","Onix","Cat",2
"A741298","Roscoe","Dog",2
"A688773","Chubs","Dog",2
"A797238","Patches","Dog",2
"A668523","Chique","Dog",2
"A720201","Kitty Kitty","Cat",2
"A733238","Cassius","Dog",2
"A811220","Bluely","Dog",2
"A762309","Girl","Dog",2
"A742326","Kayla","Dog",2
"A528477","Bandit","Dog",2
"A765445","Argos","Dog",2
"A752931","Chocolate","Cat",2
"A695427","*Ted","Cat",2
"A807047","Ruca","Dog",2
"A720371","Moose","Dog",2
"A688742","Roman","Dog",2
"A670832","Lucky","Dog",2
"A681568","Dexter","Dog",2
"A687035","Loki","Dog",2
"A804251","Layla Ali","Dog",2
"A736516","Blue","Cat",2
"A784072","*Jules","Cat",2
"A727658","Zoe","Cat",2
"A751872","Emma","Dog",2
"A698771","Cookie","Dog",2
"A748370","Keechi","Dog",2
"A690139","*Wanda","Cat",2
"A669362","Coco","Dog",2
"A792765","*John Snow","Dog",2
"A697726","Otto","Cat",2
"A758126","Mystica","Dog",2
"A687011","Gigi","Dog",2
"A695169","Peaches","Dog",2
"A724270","*Jester","Dog",2
"A728760","*Fiona","Dog",2
"A706952",NULL,"Dog",2
"A664947","Mei Mei","Cat",2
"A676957","*Guapo","Dog",2
"A803542","Bruno","Dog",2
"A751455","Carlos","Dog",2
"A757402","Kai","Dog",2
"A704757","Mint","Cat",2
"A733114","Avery","Cat",2
