"animal_id","name","animal_type","pocet_odchodu"
"A784598","Max","Cat",2
"A772050","*Polly","Cat",2
"A720563","Yoshi","Dog",2
"A710295","*Rza","Dog",2
"A781379","Justine","Cat",2
"A804428","*Fairlane","Cat",2
"A738335","Newman","Cat",2
"A797169","Pipo","Cat",2
"A689845","Prieta","Dog",2
"A763054","Delila","Dog",2
"A713263","Houston","Dog",2
"A716608","Teddy","Dog",2
"A789082","Eliza","Cat",2
"A682617","Paisley","Dog",2
"A772727","Oreo","Dog",2
"A676135",NULL,"Dog",2
"A778628","*Cassiopeia","Dog",2
"A785384",NULL,"Dog",2
"A688535","Jake","Dog",2
"A765562","Jasmine","Dog",2
"A761136","Ghost","Cat",2
"A724828",NULL,"Dog",2
"A685101","Blanca","Dog",2
"A786751",NULL,"Dog",2
"A782002","Rex","Dog",2
"A781019","Ruby Rose","Dog",2
"A698127","Loki","Dog",2
"A669270","Zorro","Dog",2
"A822766","Rambo","Dog",2
"A725071","Timmy","Dog",2
"A684118","Max","Dog",2
"A757814","Copper","Dog",2
"A722086","Blue","Dog",2
"A739384","April","Dog",2
"A743415","Noni","Dog",2
"A784326","Stella","Dog",2
"A751853","Tiny","Dog",2
"A702376","Chica","Dog",2
"A763126","Bailey","Dog",2
"A752056","Ryder","Cat",2
"A363653","Goofy","Dog",2
"A740771","*Edmund","Dog",2
"A804187","Finley","Dog",2
"A735961","Logan","Dog",2
"A737392","Molly","Dog",2
"A671601","Luna","Dog",2
"A703224","Hercules","Dog",2
"A685923","Rooney","Dog",2
"A765295","Max","Dog",2
"A813020","Einstein","Cat",2
"A793175",NULL,"Dog",2
"A801585","*Caballo","Other",2
"A664186","*Dolly","Cat",2
"A654413","Betsy","Dog",2
"A823590",NULL,"Dog",2
"A780663","*Selma","Cat",2
"A712664","*Tobias","Dog",2
"A817326","*Eliza","Cat",2
"A675342","*Jenny","Cat",2
"A725166","*Margot","Cat",2
"A758127","Bhakti","Dog",2
"A757451","Bodie","Dog",2
"A713565","Rosco","Dog",2
"A802214","Goldie","Dog",2
"A759776","Ralfie","Dog",2
"A726190","*Beckie","Dog",2
"A756274","Maow","Cat",2
"A759380","Manchas","Dog",2
"A731459","Sam","Dog",2
"A787765","Cowboy","Cat",2
"A711032","*Skipper","Dog",2
"A751870","Olaf","Dog",2
"A723185","Mischa","Dog",2
"A792157","*Jamie","Dog",2
"A708607","Miya","Dog",2
"A735794","Shadow","Dog",2
"A758766","*Shirley","Dog",2
"A776580","Niner","Cat",2
"A821557","*Pomona","Dog",2
"A818784","*Marty","Cat",2
"A807269","Chief","Dog",2
"A697790","Phatty","Cat",2
"A825930","Nala","Cat",2
"A694386","Chris","Cat",2
"A673489","Cue","Dog",2
"A708391","*Hyden","Dog",2
"A770202","Ram","Dog",2
"A721277","Shala","Dog",2
"A678232","Bb","Dog",2
"A700211","Aries","Cat",2
"A672202","Roxy","Dog",2
"A619822","Sky","Dog",2
"A773243","*Nelson","Dog",2
"A702056","Monty","Dog",2
"A667411","*Hayden","Dog",2
"A731653","Nellie","Dog",2
"A613954","Snicker","Dog",2
"A757194","*Midnight","Dog",2
"A743622","Charlie","Dog",2
"A718879",NULL,"Cat",2
"A677957","Coco","Dog",2
"A776883","Gemini","Dog",2
"A753025",NULL,"Cat",2
"A785086","Maxie","Dog",2
"A687540","Klaus","Cat",2
"A685754","Mary Jane","Dog",2
"A672021","Fritz","Dog",2
"A767142","Prince","Dog",2
"A722471","Pixel","Dog",2
"A748682","Brownie","Dog",2
"A767299","Matlock","Dog",2
"A733350","Catty Lupone","Cat",2
"A793374","Luckie","Dog",2
"A667508","Brownie","Dog",2
"A716839","Dino","Dog",2
"A701917","Zena","Dog",2
"A752617","Mimi","Cat",2
"A704812","Meisha","Dog",2
"A745125","*Jessie","Dog",2
"A803906","Tom","Cat",2
"A741730","*Dillinger","Dog",2
"A716990","Maximus","Dog",2
"A717983","Archive","Dog",2
"A637206","Rex","Dog",2
"A722185","Hera","Dog",2
"A666893","Pristy","Cat",2
"A609335","*Churley","Dog",2
"A629726","Boomie","Dog",2
"A743103","*Piglet","Dog",2
"A697481","Zeus","Dog",2
"A787434","*Tarot","Cat",2
"A765818","Kraytos","Dog",2
"A789915","Luke","Dog",2
"A724181","Blue","Dog",2
"A673122","Lizzy","Dog",2
"A729255","*Lucy","Dog",2
"A683275","Queso","Cat",2
"A673088","Cotton","Dog",2
"A688327","Julio","Dog",2
"A756295","Elsa","Dog",2
"A706892","Penny","Dog",2
"A687798","Zeba","Dog",2
"A674457","Champs","Dog",2
"A797476","*Ollie","Cat",2
"A700584","Zoey","Dog",2
"A714492","Emma Lou","Dog",2
"A781020","Luna","Dog",2
"A679381","Cola","Dog",2
"A703221","Biscuit","Dog",2
"A634858","Maggie","Dog",2
"A794634","Diamond","Cat",2
"A741721","Blue","Dog",2
"A672241","*Sly","Dog",2
"A749369","Spot","Dog",2
"A770190","Lulu","Dog",2
"A696345","Elsa","Dog",2
"A749284","Rocky","Cat",2
"A676531","Lucas","Dog",2
"A713208","Cash","Dog",2
"A734251","*Marilyn Bun","Other",2
"A737962","Tobias","Dog",2
"A730540","Kane","Dog",2
"A616805","Marley","Dog",2
"A780981","Tookah","Dog",2
"A791060","Max","Dog",2
"A694837","Kujo","Dog",2
"A743866",NULL,"Cat",2
"A778615","Lenny","Cat",2
"A813546","Milo","Dog",2
"A754504","Meleshia","Cat",2
"A777594",NULL,"Dog",2
"A775221","Smokey","Dog",2
"A765416","Gemma","Dog",2
"A730259","Jolie","Dog",2
"A806196","Elle","Dog",2
"A716197","Ellie","Cat",2
"A773606","London","Cat",2
"A805668","Cali","Cat",2
"A724112","Hickory","Dog",2
"A687258","Chiquita","Cat",2
"A597609","Marley","Cat",2
"A792830","Pancake","Dog",2
"A802522",NULL,"Dog",2
"A711191","Cassidy","Cat",2
"A741415","Blue","Dog",2
"A718244","Jobbin","Dog",2
"A748750",NULL,"Cat",2
"A696868","Zues","Dog",2
"A817559","*Maury","Dog",2
"A736422","Bevo","Dog",2
"A723751","*Piper","Dog",2
"A780478","Lucy","Dog",2
"A736156","*Berry","Dog",2
"A668834","Snow White","Dog",2
"A755509","*Otis","Dog",2
"A616126","Max","Dog",2
"A665466","Dora","Dog",2
"A738869","Jade","Dog",2
"A743802","Micah","Dog",2
"A791286","*Midge","Dog",2
"A771718","*Midnight","Dog",2
"A711463","*Gary","Cat",2
"A671478","Buddy","Dog",2
"A751633","Ginger","Dog",2
"A704681","Baxter","Dog",2
"A795438","*Lavender","Cat",2
"A761213","*Edison","Dog",2
"A702075","Rocky","Dog",2
"A809257","Auntie","Cat",2
"A754534","Apollo","Dog",2
"A744273","Mia","Dog",2
"A705705",NULL,"Cat",2
"A721281","Alize","Dog",2
"A789760","White Paws","Dog",2
"A730985","Zoey","Cat",2
"A743294","Fred","Dog",2
"A762473","Dulcinea","Dog",2
"A742639","Cowboy","Dog",2
"A780808","Rumi","Cat",2
"A721841","Charlie","Dog",2
"A783810","Luna","Dog",2
"A667416","Rosalie","Dog",2
"A647489","Odessa","Dog",2
"A678296","Si","Dog",2
"A636399","*Deuce","Dog",2
"A712102","Roxy","Dog",2
"A766776","*Ryman","Dog",2
"A729641","Blackie","Dog",2
"A784148","*Alex","Dog",2
"A783791","*Warner","Cat",2
"A686586","Obama","Dog",2
"A731140","Spot","Dog",2
"A695844","*Dalton","Dog",2
"A686686","Ginger","Dog",2
"A784863","Cookie Bear","Dog",2
"A701239","Trixie","Dog",2
"A767016","Jacob","Dog",2
"A736876","Bunny","Dog",2
"A783690","Spot","Dog",2
"A822531",NULL,"Dog",2
"A612982","Bowser","Dog",2
"A696965","June","Cat",2
"A699834","Keller","Dog",2
"A658972","*Hugo","Cat",2
"A671276","Whiskey","Dog",2
"A778510","Chance","Dog",2
"A802221","Cinnamon","Dog",2
"A737343","Ruby","Dog",2
"A809412","Cup Cat","Cat",2
"A715970","Coco","Dog",2
"A742506","*Chad","Dog",2
"A672299","Izzy","Dog",2
"A705452","Dezzi","Dog",2
"A735589","Green Bean","Dog",2
"A737577","Vega","Cat",2
"A685518","Mia","Dog",2
"A789243","*Osa","Dog",2
"A773437","Zooma","Cat",2
"A714458","Jonah","Dog",2
"A770973","Ace","Dog",2
"A814427","*Villanelle","Cat",2
"A746605","Mimi","Dog",2
"A818957","Blake","Dog",2
"A696205","Roo","Cat",2
"A806106","Gato","Cat",2
"A741763","Iris","Dog",2
"A779016","Yuri","Dog",2
"A717788","Pea Body","Dog",2
"A785732",NULL,"Cat",2
"A669372","Maya","Dog",2
"A668737","Harley","Dog",2
"A794051","Kegger","Dog",2
"A673530","Cece","Dog",2
"A809200","Bella","Dog",2
"A674513","Zoe","Dog",2
"A758846","Callie","Cat",2
"A782695","Coco","Dog",2
"A763244",NULL,"Dog",2
"A741541","*Liza","Cat",2
"A680834",NULL,"Cat",2
"A673121","Princess","Dog",2
"A670607","Bear","Dog",2
"A720809","*Layla","Dog",2
"A804714","*Shay","Dog",2
"A796421","*Squiggles","Dog",2
"A729143","*Henry","Dog",2
"A823054","Kyhro","Dog",2
"A799358","Chanel","Cat",2
"A797750","Scuba","Cat",2
"A705572","Paloma","Dog",2
"A754042","*Loverboy","Cat",2
"A722951","Madonna","Dog",2
"A519025","Oliver","Cat",2
"A725483","Tilly","Dog",2
"A719655","Bear","Dog",2
"A769846","Nelo","Dog",2
"A702186","*Silky Coco","Dog",2
"A720901","Axle","Dog",2
"A794937","Symba","Cat",2
"A706446","*Tootsie","Cat",2
"A788098","Cleo","Cat",2
"A732563","*Shelly","Dog",2
"A612925","Blake","Dog",2
"A721799","Kobe","Dog",2
"A643401","Maggie","Dog",2
"A756088","Maya","Cat",2
"A794600","Mochi","Cat",2
"A722125","Zeus","Dog",2
"A751971","Duke","Dog",2
"A736866","Penny","Dog",2
"A807898","Cali","Dog",2
"A701686","Woofie","Dog",2
"A672661","*Tiger","Cat",2
"A798194","*Dottie Rebel","Cat",2
"A749309","*Elka","Dog",2
"A767275","Luna","Dog",2
"A759516","Rover","Dog",2
"A678500","Copper","Dog",2
"A741695","Nori","Dog",2
"A676832","Cookie","Dog",2
"A664824","Bella","Dog",2
"A775902","Loki","Dog",2
"A781660","Sol","Dog",2
"A708485","*Snickers","Cat",2
"A781458","*Chipper","Dog",2
"A787720","Beau","Dog",2
"A662250","Archer","Dog",2
"A787482","*Barnaby","Dog",2
"A740958","Chiquito","Dog",2
"A739724","Espresso","Dog",2
"A669432","*Rose","Dog",2
"A809800",NULL,"Dog",2
"A656444","*Paige","Dog",2
"A764193","*Gloria","Dog",2
"A765374","Koda","Dog",2
"A719010","Meow Meow","Cat",2
"A767796","*Koko","Dog",2
"A695867","Max","Dog",2
"A716867","Jinx","Cat",2
"A691703","Dexter","Dog",2
"A778654","Bella","Dog",2
"A720802","Diesel","Dog",2
"A674913","Lexi","Dog",2
"A728777","*Dudley","Dog",2
"A802529","*Miel","Dog",2
"A719471","Indy","Dog",2
"A796617","*Dalia","Dog",2
"A711624","Rambo","Dog",2
"A653571","T-Che","Dog",2
"A695600","Sunshine","Dog",2
"A731736","Novah","Dog",2
"A808233","Jon","Dog",2
"A706880","*Aldo","Dog",2
"A787842","*Jester","Dog",2
"A797545","Midnight","Other",2
"A759318","Sonny Jax","Dog",2
"A750480","Bobby","Dog",2
"A674383","Hoss","Dog",2
"A727222","Cindy","Dog",2
"A678627","Qwayzar","Cat",2
"A668185","Pancho","Dog",2
"A739385","Laksa","Cat",2
"A744853",NULL,"Cat",2
"A715808","Pierre","Cat",2
"A715097","Sasha","Dog",2
"A803579","Apollo","Dog",2
"A723250","Guerro","Dog",2
"A666974","Bella","Dog",2
"A667837","Kuki","Dog",2
"A736464","Salem","Cat",2
"A769095","Fezzik","Dog",2
"A776488",NULL,"Dog",2
"A677189","Luna","Dog",2
"A805620","*Aslan","Cat",2
"A720866","*Titus","Dog",2
"A810550","Suki","Cat",2
"A787296","*Yeti","Dog",2
"A683666",NULL,"Cat",2
"A752167","Pippen","Dog",2
"A678984","Patsy","Dog",2
"A808557","Wade","Dog",2
"A709212","Nala","Cat",2
"A703548",NULL,"Cat",2
"A653383","Harlan","Dog",2
"A707739","*Frida","Cat",2
"A793956","Pinto","Dog",2
"A700114","Live","Cat",2
"A738509","*Jake","Dog",2
"A798930","Peaches","Cat",2
"A652513","Peaches","Dog",2
"A691672","Midnight","Dog",2
"A667387","*Lulu","Dog",2
"A778795","Nibbler","Dog",2
"A725490","Evy","Dog",2
"A792118","Nala","Cat",2
"A728029","Ceasar","Dog",2
"A674344","Minnie","Dog",2
"A681993","Blue","Dog",2
"A732792","Fifi","Cat",2
"A789935","*Rocket","Dog",2
"A798894","Sammi","Cat",2
"A725343","Luna","Dog",2
"A754494","Angus","Cat",2
"A682296",NULL,"Cat",2
"A756000","*Mason","Dog",2
"A789802","Clara","Dog",2
"A662123","Rocky","Dog",2
"A788959","Cole","Dog",2
"A688584","Preston","Dog",2
"A666794","Churaca","Cat",2
"A693035","Schmellow","Dog",2
"A770624","Scarlet","Dog",2
"A699929","Coco","Dog",2
"A726940","*Reggie","Dog",2
"A765303","*Jenna","Dog",2
"A751063","*Chaos","Cat",2
"A737364","Jojo","Cat",2
"A716430","Indigo","Dog",2
"A736376","Luna","Dog",2
"A714629","Marie","Dog",2
"A812300","Stormy","Dog",2
"A666973","Bohdi","Dog",2
"A773929","Jewel","Dog",2
"A722856","Chico","Dog",2
"A725551","Mickey","Cat",2
"A780536","King","Dog",2
"A723272","Mia","Dog",2
"A563400","Heater","Cat",2
"A787574","Hoss","Dog",2
"A777606","Bobo","Dog",2
"A713961","*Tilly","Dog",2
"A793960","Chichon","Dog",2
"A808273","Easy E","Dog",2
"A802952","*Jefe","Cat",2
"A716756","Vomit","Dog",2
"A691845","Mike","Dog",2
"A647531","Carl","Dog",2
"A759670","*Maddie","Dog",2
"A726708","Peluche","Dog",2
"A696054","Cha-Chi","Dog",2
"A770096","*Ranger","Dog",2
"A773845","Daisy","Dog",2
"A742314","Bearry","Dog",2
"A665175","*Stan","Dog",2
"A735933","Stubbs","Cat",2
"A793760","Firefox","Cat",2
"A641582","Cusi","Dog",2
"A716714","Gus","Cat",2
"A774758","Merlin","Dog",2
"A791969","Jenny","Dog",2
"A732959","*Delilah","Dog",2
"A760966","Diesel","Dog",2
"A698837","Nora","Cat",2
"A681285","*Hops","Dog",2
"A683650","Lemmy","Dog",2
"A740453","Major","Dog",2
"A741765","Hunter","Dog",2
"A760879","Bishop","Dog",2
"A700506","Domino","Dog",2
"A675107",NULL,"Cat",2
"A734581","*Ulysses","Cat",2
"A667097","Peaches","Dog",2
"A676744","*Tramp","Dog",2
"A793979","*Linguini","Cat",2
"A699740","Oliver","Dog",2
"A775847","Gorgeous","Dog",2
"A734326",NULL,"Cat",2
"A770587","*Rider","Cat",2
"A713761","Biff","Dog",2
"A708856","*Bonnie","Dog",2
"A733056","*Hooch","Dog",2
"A722016","Marley","Dog",2
"A689654","Silvi","Dog",2
"A712868","Joey","Dog",2
"A739213","Zorro","Dog",2
"A791176","*Two Soc","Cat",2
"A765602","Luna","Dog",2
"A776123","Magnolia","Dog",2
"A672765","Scrappy","Dog",2
"A770308","Mowgli","Cat",2
"A561425","Wolfie","Dog",2
"A713621","Killa","Dog",2
"A717277",NULL,"Cat",2
"A752220","Jack","Dog",2
"A791086","Shady","Dog",2
"A715322","Bluebell","Dog",2
"A665383","Indica","Dog",2
"A792900",NULL,"Dog",2
"A802820","Rahea","Dog",2
"A729468","*Kane","Dog",2
"A619991","Brewster","Dog",2
"A732676","*Reza","Dog",2
"A799110","Cali","Dog",2
"A781940","Jack","Dog",2
"A708833","Luna","Dog",2
"A679692","*Ruby","Cat",2
"A646454","Jasmin","Dog",2
"A675885","*Evie","Dog",2
"A785405",NULL,"Dog",2
"A535012","Negro","Dog",2
"A735367","Romeo","Dog",2
"A691059","Sebastian","Dog",2
"A676224","Hershel","Cat",2
"A787426","Polar","Dog",2
"A750722","Carl","Dog",2
"A753134","Freya","Dog",2
"A752674","Muneca","Dog",2
"A660671","Roxy","Dog",2
"A712208","Macklin","Dog",2
"A667277","Sylvester","Cat",2
"A672451","Delgado","Dog",2
"A735700",NULL,"Dog",2
"A735789","Henley","Dog",2
"A731200","Cona","Dog",2
"A652352","Leska","Dog",2
"A779777","*Miso","Dog",2
"A722536","Dazee","Dog",2
"A739295","Taz","Dog",2
"A698049","Luigi","Cat",2
"A721737","Zoe","Dog",2
"A721434","*Annabelle","Dog",2
"A745636","*Ermis","Dog",2
"A809799","Palomo","Dog",2
"A745659","Kona","Dog",2
"A683921",NULL,"Cat",2
"A762103","*Yoyo","Dog",2
"A708170","Autumn","Dog",2
"A619861","*Jessie","Dog",2
"A708996","*Boots","Cat",2
"A684431","*Max","Dog",2
"A555080","Moet","Dog",2
"A806984","*Gomez","Dog",2
"A769346","Smooshie","Cat",2
"A696623","King","Dog",2
"A770998","Riley","Dog",2
"A801579","*Charlie","Cat",2
"A821732",NULL,"Dog",2
"A744035","Ike","Dog",2
"A698367","Dragon","Dog",2
"A704864","*Artie","Cat",2
"A802906","Pabu","Dog",2
"A775323","Charlie","Dog",2
"A696647","*Misty","Cat",2
"A778802","Clyde","Dog",2
"A694759","Rosie","Dog",2
"A695969","Baby Girl","Cat",2
"A681534","Rajah","Dog",2
"A706460","*Wellesley","Cat",2
"A678132","*Sheeba","Dog",2
"A688999","Butch","Dog",2
"A783966","Jack","Dog",2
"A705246","Artemis","Dog",2
"A774428","*Kitty","Dog",2
"A742851","Roxie","Dog",2
"A768603","Hendrix","Dog",2
"A745910","Cookie","Dog",2
"A815740","Zeppelin","Dog",2
"A719455","Bow","Dog",2
"A665453","*Topher","Dog",2
"A716160","Punkin","Cat",2
"A721861","Tom","Cat",2
"A755997","Luke","Cat",2
"A789482","Mclaren","Dog",2
"A658628","Oso","Dog",2
"A698527","Tina","Dog",2
"A666345","Rooney","Dog",2
"A712427","Maxwell","Dog",2
"A705016","Max","Dog",2
"A692496",NULL,"Dog",2
"A716636","*Higgins","Dog",2
"A712520","Lucy","Dog",2
"A681011","Ada","Dog",2
"A728206","Lil Girl","Dog",2
"A735724","Harley","Dog",2
"A699882","Betty","Dog",2
"A781318","*Eagle","Dog",2
"A776550","Firulais","Dog",2
"A788950",NULL,"Cat",2
"A790319","Chickita","Dog",2
"A715179","Piper","Dog",2
"A662301","Emma","Cat",2
"A681446",NULL,"Other",2
"A663168","Archer","Dog",2
"A679430","Four","Cat",2
"A792293","Willie","Cat",2
"A806309","*Marianne","Cat",2
"A771373","Axl","Dog",2
"A714941","*Renee","Dog",2
"A699521","Bella","Dog",2
"A691281","Royce","Dog",2
"A660458","*Aztec","Dog",2
"A776656","Smokey","Cat",2
"A749461","*Lars","Cat",2
"A713899","Theo","Dog",2
"A728626","Snowball","Cat",2
"A698919","Clover","Dog",2
"A801961","Roko","Dog",2
"A729691","*Emily","Cat",2
"A625668","D.O.G","Dog",2
"A790748","Buzz","Dog",2
"A757969","Tut","Dog",2
"A711894","Hubble","Dog",2
"A721862","*Moose","Dog",2
"A784761",NULL,"Cat",2
"A738773","Luke","Dog",2
"A725891","Margie","Dog",2
"A721192","Kima","Dog",2
"A670307","*Danny","Dog",2
"A754354","Izzy","Dog",2
"A756921","Yoonior","Dog",2
"A782632","Seven","Dog",2
"A730859","*Adam","Cat",2
"A741055","Bambi","Dog",2
"A811274","Patches","Dog",2
"A663480","Shadow","Dog",2
"A807543",NULL,"Cat",2
"A683435","Max","Cat",2
"A688024","Belle","Dog",2
"A714014","*Josie","Dog",2
"A782069","*Lilikoi","Cat",2
"A685064","Ana","Cat",2
"A702464","Bella","Dog",2
"A787553","*Emma","Dog",2
"A825863","*Poppet","Dog",2
"A779456","Emma","Dog",2
"A701403","*Alfredo","Dog",2
"A769296","Millie","Dog",2
"A756291","*Delia","Cat",2
"A751219","Phat Boy","Dog",2
"A704603","Nyla","Dog",2
"A821485",NULL,"Dog",2
"A701897","Buddy","Dog",2
"A718789","Osito","Dog",2
"A737129","Achilles","Dog",2
"A714148","*Lady","Dog",2
"A728882","*King","Dog",2
"A781809","Sc-100918-1","Cat",2
"A722165","Zeus","Dog",2
"A628369","Lucky","Dog",2
"A727721","*Draymonda","Cat",2
"A502862","Checkers","Dog",2
"A679523","Beans","Cat",2
"A751882","Jimmy","Dog",2
"A768237","Chopper","Dog",2
"A725607","*Jimmy","Cat",2
"A767955","Ghost","Dog",2
"A677474","Dana","Dog",2
"A674167","Kevin","Dog",2
"A720650","Jasper","Dog",2
"A726980","Kion","Dog",2
"A670544","*Mia","Cat",2
"A801495","*Eeyore","Dog",2
"A808646","Jasper","Dog",2
"A733492","Grace","Dog",2
"A683436","Lilly","Cat",2
"A764756","Paloma","Dog",2
"A795400","Lucy","Dog",2
"A664440","*Sunshine","Cat",2
"A736700","*Tobias","Dog",2
"A669795","Roxi","Dog",2
"A661830","Amalia","Cat",2
"A739167","*Lola","Dog",2
"A747956","Princess Ana","Dog",2
"A822146","*Papaya","Cat",2
"A695548","Morocco","Dog",2
"A667242","Lily Pearl","Dog",2
"A762642","Droco","Dog",2
"A768122","Smokey","Cat",2
"A721115","Cloud Burst","Cat",2
"A736407","*Macy","Dog",2
"A514445","Pepper","Dog",2
"A770333","Gino","Dog",2
"A739125","Duke","Dog",2
"A697605","Milo","Dog",2
"A804616","*Tabitha","Cat",2
"A723559","Nylla","Dog",2
"A769915","Lenny","Dog",2
"A764003","Rogue","Dog",2
"A665006","Sasha","Dog",2
"A687752","Rocky","Cat",2
"A692808","Odie","Dog",2
"A764732","*Figaro","Dog",2
"A704225","Ramona","Cat",2
"A715460","Spock","Cat",2
"A667927","Sadie","Dog",2
"A726546","*Jinny","Dog",2
"A796508","Toby","Dog",2
"A696529","*Mason","Dog",2
"A671739","Cheeto","Dog",2
"A689762","Sandi","Dog",2
"A746574","Bella","Dog",2
"A715528","Mia","Dog",2
"A727836","Stanley","Dog",2
"A686209","Angel","Cat",2
"A788780","Bevo","Dog",2
"A812104","Manny","Dog",2
"A692936","*Bebe","Dog",2
"A640310","Cochi","Dog",2
"A684766","Shorty","Dog",2
"A735235","*Layla","Dog",2
"A755821","Charlie","Cat",2
"A799061",NULL,"Dog",2
"A771600","Wellington","Cat",2
"A673606","Gracie","Cat",2
"A684127","Sofia","Dog",2
"A730305","Bach Holloway","Dog",2
"A800794","Zeke","Cat",2
"A736248","Stella","Dog",2
"A664663","Ruby","Dog",2
"A785244","Athena","Dog",2
"A690802","Jedi","Dog",2
"A693272","*Kodiak","Dog",2
"A682760","*Jasper","Dog",2
"A741782","Onyx","Dog",2
"A695029",NULL,"Cat",2
"A728063","Zumi","Dog",2
"A669506","Buddy","Dog",2
"A631106","Lucy","Dog",2
"A772205","Midnight","Cat",2
"A800147","Baby","Dog",2
"A698222","Moonpie","Dog",2
"A697725","Bella","Cat",2
"A790551","Maverick","Dog",2
"A718320","*Chardonnay","Cat",2
"A806429","Duke","Dog",2
"A680909","Peaches","Cat",2
"A693503","Chucho","Dog",2
"A781201","Bills","Cat",2
"A710409","Vanilla","Dog",2
"A809754","Snow","Dog",2
"A743166","Buddy","Dog",2
"A747391","Cassy","Dog",2
"A701378","Mr. Meowgi","Cat",2
"A691716","Shiloh","Dog",2
"A739234","Toby","Dog",2
"A692515","Honey","Dog",2
"A777285","Teddy","Dog",2
"A681959","Sadie","Dog",2
"A820858","Pipper","Dog",2
"A605804","Shayla","Dog",2
"A732114","Ginger","Dog",2
"A794814","Thorium","Dog",2
"A760241","Hazel","Dog",2
"A748811",NULL,"Cat",2
"A655838","Precious","Dog",2
"A665619","Chico","Dog",2
"A774589","Maybury","Cat",2
"A708518","Merce","Cat",2
"A736462","*Maverick","Dog",2
"A783535","Renee","Dog",2
"A793430","*Tod","Dog",2
"A755436","Bailey","Dog",2
"A819739","*Belle","Cat",2
"A732846","Shirley","Cat",2
"A715683","*Brewster","Dog",2
"A699107","*Sammy","Dog",2
"A663438","Bonny","Dog",2
"A806767","*Marmalade","Cat",2
"A707712","Monty","Cat",2
"A704263","Luna","Dog",2
"A732945","*Joey","Dog",2
"A694551","Mojo","Dog",2
"A819304","Oslo","Dog",2
"A807253","Toby","Dog",2
"A694580","Rocko","Dog",2
"A778895","Missy","Dog",2
"A688524","*Ginny","Dog",2
"A686372","Tea-Tee","Dog",2
"A753390","L.D.","Dog",2
"A788605","Daisy","Dog",2
"A702822","Gandalf","Cat",2
"A460458","Pablo","Dog",2
"A733202","*Brianna","Dog",2
"A809879","*Heron","Dog",2
"A669371","Mickey","Cat",2
"A713810","*Lady","Dog",2
"A758658","Dexter","Dog",2
"A742792","Cosmo","Dog",2
"A738356","O.G.","Dog",2
"A764477","*Sandy","Dog",2
"A717423","Faith Hill","Dog",2
"A671583","Max","Dog",2
"A714738","Zeus","Dog",2
"A793950","*Willy","Dog",2
"A711873",NULL,"Cat",2
"A744721","Panther","Dog",2
"A792410","Cam","Dog",2
"A701745","*Percy","Dog",2
"A701442","*Alvin","Dog",2
"A789699","Hank","Dog",2
"A774299",NULL,"Cat",2
"A783147","The Dude","Cat",2
"A670708","*Curtis","Cat",2
"A775722","Ray","Dog",2
"A732636","Nova","Dog",2
"A742056","*Jester","Dog",2
"A711486","L.C.","Cat",2
"A790461","Rex","Dog",2
"A758159","Rajah","Cat",2
"A792453","Flynn","Cat",2
"A782358","Brit","Dog",2
"A702450","Jamie","Dog",2
"A666723","Krypto","Dog",2
"A764556","Cash","Dog",2
"A734040","*Martinez","Dog",2
"A696396","Molly","Dog",2
"A774717","Buster","Dog",2
"A721716","Boe","Dog",2
"A802833","Ramona","Dog",2
"A792484","Taros","Dog",2
"A744614","Miles","Dog",2
"A667201","Olive","Cat",2
"A774040","Emerald","Cat",2
"A732224","Ripley","Dog",2
"A677523","Candy","Dog",2
"A790716","*Caesar","Dog",2
"A810157","Koda","Dog",2
"A763798","Chase","Dog",2
"A735726","Jax","Dog",2
"A767354","Frida","Dog",2
"A487253","Artemis","Cat",2
"A772263","Lexie","Dog",2
"A792802","Juno","Dog",2
"A692853","Jackson","Dog",2
"A764345","Madison","Cat",2
"A726617","Luna","Cat",2
"A781355","D'Bo","Dog",2
"A707708","Harrah","Dog",2
"A755313","Apollo","Dog",2
"A693774","Buster","Cat",2
"A768151","Watermelon","Dog",2
"A701482","*Lavender","Cat",2
"A699890","Zoey","Dog",2
"A715559","Buster","Dog",2
"A722537","Dozer","Dog",2
"A809258","*Ridley","Dog",2
"A678701","Jamocha","Cat",2
"A729394","Boo Boo","Dog",2
"A758115","Rose","Cat",2
"A707334","Babydog","Dog",2
"A777361",NULL,"Dog",2
"A678763","Snowflake","Cat",2
"A776270","Canelo","Dog",2
"A714311","Pickles","Dog",2
"A731339","Tsuki","Dog",2
"A783905","Danielle","Dog",2
"A715345","*Jordy","Dog",2
"A689903","Tobi","Cat",2
"A805512","Pickle","Dog",2
"A810429","Lili","Dog",2
"A810937","Scooter","Dog",2
"A797905",NULL,"Dog",2
"A742796","Princess","Dog",2
"A678782","Fred","Cat",2
"A721171","Louie","Dog",2
"A805467","Hallie","Dog",2
"A697837","Cassanova","Dog",2
"A720529","Estrella","Dog",2
"A666559","*Shelby","Cat",2
"A711238","*Rocket","Dog",2
"A788480","Oreo","Dog",2
"A747753","Chloe","Dog",2
"A703563","Noah","Dog",2
"A694477","*Wally","Dog",2
"A729184","Daisy","Dog",2
"A711475","Picasso","Cat",2
"A762687","*Ajax","Dog",2
"A666189","Paige","Dog",2
"A756798","Thor","Cat",2
"A782236","Ghost","Dog",2
"A692194","*Dale","Dog",2
"A679928","Austin","Cat",2
"A763170","Rex","Dog",2
"A781304","*Lumos","Dog",2
"A751954","Patrice","Cat",2
